work_id,mp_id,mp_name,state,constituency,district,allocated_limit,work_category,work_description,implementing_agency,sanction_date,cost_sanctioned,expenditure,completion_date,status,synthetic_ground_truth_fraud,synthetic_issue_tags,record_source
W005291,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,School Building Repair,School Building Repair in Lakshadweep(St) District ward 19,NGO Partner Agency 6,2021-02-11,1323423.02,1192620.96,2021-12-08,In Progress,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005292,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Road Construction/Repair,Road Construction/Repair in Lakshadweep(St) District ward 13,District Rural Dev. Agency 1,2024-02-22,1824469.2,1633951.56,2024-06-20,In Progress,0,,SYNTHETIC_DEMO_DATA
W005293,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Sports Facility Development,Sports Facility Development in Lakshadweep(St) District ward 5,NGO Partner Agency 6,2023-09-03,1248289.8,1165253.88,2024-04-21,Completed,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005294,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Sports Facility Development,Sports Facility Development in Lakshadweep(St) District ward 15,NGO Partner Agency 6,2022-10-28,3460000.0,3050792.14,2023-10-23,In Progress,1,cost_inflation,SYNTHETIC_DEMO_DATA
W005295,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Community Hall Construction,Community Hall Construction in Lakshadweep(St) District ward 17,Contractor Firm 16,2022-11-18,1341050.53,1142171.0,2023-04-29,In Progress,0,,SYNTHETIC_DEMO_DATA
W005296,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Community Hall Construction,Community Hall Construction in Lakshadweep(St) District ward 10,PWD Agency 9,2024-09-17,1414140.6,1412881.66,2025-04-04,Completed,0,,SYNTHETIC_DEMO_DATA
W005297,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Community Hall Construction,Community Hall Construction in Lakshadweep(St) District ward 1,NGO Partner Agency 6,2021-02-05,1215252.22,1100873.41,2021-10-09,In Progress,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005298,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Public Toilet Complex,Public Toilet Complex in Lakshadweep(St) District ward 15,NGO Partner Agency 6,2022-12-09,350000.0,62481.98,2024-12-29,Stalled,1,ghost_utilization,SYNTHETIC_DEMO_DATA
W005299,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,School Building Repair,School Building Repair in Lakshadweep(St) District ward 12,Contractor Firm 4,2021-05-19,531925.37,473398.97,2021-11-25,In Progress,0,,SYNTHETIC_DEMO_DATA
W005300,LS297,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep(St),Lakshadweep(St) District,153942460.41,Sports Facility Development,Sports Facility Development in Lakshadweep(St) District ward 15 (Phase 1),NGO Partner Agency 6,2023-07-07,976619.12,765071.93,2024-04-17,In Progress,1,work_splitting,SYNTHETIC_DEMO_DATA
W005301,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Public Toilet Complex,Public Toilet Complex in Farrukhabad District ward 2,Contractor Firm 7,2022-09-15,481333.28,446521.53,2023-05-09,Completed,0,,SYNTHETIC_DEMO_DATA
W005302,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Community Hall Construction,Community Hall Construction in Farrukhabad District ward 18,Contractor Firm 16,2022-02-05,1219250.26,951610.65,2022-09-08,In Progress,0,,SYNTHETIC_DEMO_DATA
W005303,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Library / Reading Room,Library / Reading Room in Farrukhabad District ward 14,Contractor Firm 7,2024-06-22,523469.21,433287.78,2025-01-31,In Progress,0,,SYNTHETIC_DEMO_DATA
W005304,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Solar Street Lighting,Solar Street Lighting in Farrukhabad District ward 1,Contractor Firm 2,2022-01-24,219959.69,175540.08,2022-08-06,In Progress,0,,SYNTHETIC_DEMO_DATA
W005305,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Community Hall Construction,Community Hall Construction in Farrukhabad District ward 5,Contractor Firm 8,2023-03-06,1003144.02,806012.77,2023-07-01,In Progress,0,,SYNTHETIC_DEMO_DATA
W005306,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Farrukhabad District ward 6,Contractor Firm 6,2023-12-03,341232.87,331102.2,2024-05-22,Completed,0,,SYNTHETIC_DEMO_DATA
W005307,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Solar Street Lighting,Solar Street Lighting in Farrukhabad District ward 5,Municipal Corp. Agency 4,2024-03-20,287477.73,242496.89,2024-11-02,In Progress,0,,SYNTHETIC_DEMO_DATA
W005308,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Road Construction/Repair,Road Construction/Repair in Farrukhabad District ward 8,District Rural Dev. Agency 1,2023-05-23,1466137.09,1424462.35,2023-11-16,Completed,0,,SYNTHETIC_DEMO_DATA
W005309,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Library / Reading Room,Library / Reading Room in Farrukhabad District ward 12,Contractor Firm 7,2023-04-16,484413.37,400835.2,2023-11-04,In Progress,0,,SYNTHETIC_DEMO_DATA
W005310,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Farrukhabad District ward 14,Contractor Firm 15,2023-11-23,363502.56,358177.2,2024-05-06,Completed,0,,SYNTHETIC_DEMO_DATA
W005311,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Drinking Water Facility,Drinking Water Facility in Farrukhabad District ward 14,Contractor Firm 1,2021-04-05,473378.74,438668.65,2021-08-16,Completed,0,,SYNTHETIC_DEMO_DATA
W005312,LS298,Mukesh Rajput,Uttar Pradesh,Farrukhabad,Farrukhabad District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Farrukhabad District ward 19,Contractor Firm 2,2022-05-14,1081911.13,950738.62,2022-11-04,In Progress,0,,SYNTHETIC_DEMO_DATA
W005313,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Drinking Water Facility,Drinking Water Facility in Surat District ward 15,Contractor Firm 6,2021-09-25,661073.04,646558.96,2022-04-06,Completed,0,,SYNTHETIC_DEMO_DATA
W005314,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Solar Street Lighting,Solar Street Lighting in Surat District ward 18,Contractor Firm 11,2023-10-26,455153.19,416586.75,2024-03-24,In Progress,0,,SYNTHETIC_DEMO_DATA
W005315,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Surat District ward 11,Contractor Firm 7,2022-03-09,354540.76,311450.55,2022-08-25,In Progress,0,,SYNTHETIC_DEMO_DATA
W005316,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Solar Street Lighting,Solar Street Lighting in Surat District ward 16,Contractor Firm 11,2023-12-15,333708.69,271230.2,2024-04-30,In Progress,0,,SYNTHETIC_DEMO_DATA
W005317,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Community Hall Construction,Community Hall Construction in Surat District ward 10,Zilla Parishad Agency 3,2023-08-15,801769.89,690617.87,2024-04-01,In Progress,0,,SYNTHETIC_DEMO_DATA
W005318,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Library / Reading Room,Library / Reading Room in Surat District ward 4,Contractor Firm 3,2023-12-08,792392.01,684131.07,2024-05-22,In Progress,0,,SYNTHETIC_DEMO_DATA
W005319,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Surat District ward 3,Contractor Firm 1,2024-07-13,374423.42,344374.68,2025-03-15,In Progress,0,,SYNTHETIC_DEMO_DATA
W005320,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Surat District ward 1,Contractor Firm 13,2024-09-20,1424186.7,1197183.26,2025-05-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W005321,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Surat District ward 10,Contractor Firm 1,2021-03-11,481991.68,434486.14,2021-09-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W005322,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Surat District ward 1,Contractor Firm 3,2024-03-14,537286.45,522409.46,2024-07-26,Completed,0,,SYNTHETIC_DEMO_DATA
W005323,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Public Toilet Complex,Public Toilet Complex in Surat District ward 20,Contractor Firm 16,2022-05-11,441923.74,374621.01,2022-08-05,In Progress,0,,SYNTHETIC_DEMO_DATA
W005324,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Solar Street Lighting,Solar Street Lighting in Surat District ward 17,PWD Agency 2,2022-04-07,346705.65,340627.61,2022-07-29,Completed,0,,SYNTHETIC_DEMO_DATA
W005325,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Surat District ward 16,State PSU Agency 5,2022-09-16,446895.47,434195.64,2023-01-12,Completed,0,,SYNTHETIC_DEMO_DATA
W005326,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Solar Street Lighting,Solar Street Lighting in Surat District ward 16,PWD Agency 2,2022-03-29,314973.22,281987.67,2022-11-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W005327,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,School Building Repair,School Building Repair in Surat District ward 6,PWD Agency 9,2024-07-26,793386.1,666343.03,2025-01-27,In Progress,0,,SYNTHETIC_DEMO_DATA
W005328,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Public Toilet Complex,Public Toilet Complex in Surat District ward 8,Contractor Firm 12,2021-03-25,428806.0,391775.64,2021-10-08,In Progress,0,,SYNTHETIC_DEMO_DATA
W005329,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Library / Reading Room,Library / Reading Room in Surat District ward 18,District Rural Dev. Agency 1,2024-02-01,373737.71,313980.62,2024-04-21,In Progress,0,,SYNTHETIC_DEMO_DATA
W005330,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Surat District ward 11,Municipal Corp. Agency 4,2024-11-08,598020.34,506134.54,2025-03-14,In Progress,0,,SYNTHETIC_DEMO_DATA
W005331,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Public Toilet Complex,Public Toilet Complex in Surat District ward 19,Contractor Firm 7,2022-03-08,323826.94,319924.38,2022-10-13,Completed,0,,SYNTHETIC_DEMO_DATA
W005332,LS299,Mukeshkumar Chandrakaant Dalal,Gujarat,Surat,Surat District,147000000.0,Drinking Water Facility,Drinking Water Facility in Surat District ward 4,Contractor Firm 3,2023-12-29,509906.04,506499.51,2024-07-08,Completed,0,,SYNTHETIC_DEMO_DATA
W005333,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Community Hall Construction,Community Hall Construction in Dausa(St) District ward 20,Municipal Corp. Agency 4,2024-01-31,913383.48,848953.42,2024-07-22,Completed,0,,SYNTHETIC_DEMO_DATA
W005334,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Drinking Water Facility,Drinking Water Facility in Dausa(St) District ward 9,Contractor Firm 4,2021-11-11,419432.7,362688.56,2022-06-04,In Progress,0,,SYNTHETIC_DEMO_DATA
W005335,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Dausa(St) District ward 8,Contractor Firm 4,2023-06-23,360905.78,290082.03,2024-03-02,In Progress,0,,SYNTHETIC_DEMO_DATA
W005336,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Dausa(St) District ward 6,Contractor Firm 16,2024-04-11,990250.19,937075.24,2024-09-28,Completed,0,,SYNTHETIC_DEMO_DATA
W005337,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Dausa(St) District ward 10,Contractor Firm 6,2021-03-18,494308.36,416020.56,2021-09-17,In Progress,0,,SYNTHETIC_DEMO_DATA
W005338,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Dausa(St) District ward 15,Municipal Corp. Agency 4,2022-04-20,321406.79,283665.4,2022-10-25,In Progress,0,,SYNTHETIC_DEMO_DATA
W005339,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Dausa(St) District ward 4,Contractor Firm 4,2022-07-23,413716.23,326050.19,2023-05-06,In Progress,0,,SYNTHETIC_DEMO_DATA
W005340,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Road Construction/Repair,Road Construction/Repair in Dausa(St) District ward 9,Contractor Firm 5,2023-05-05,1588419.2,1269566.23,2023-07-29,In Progress,0,,SYNTHETIC_DEMO_DATA
W005341,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Dausa(St) District ward 12,NGO Partner Agency 6,2022-08-05,224545.22,196394.18,2023-03-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W005342,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Solar Street Lighting,Solar Street Lighting in Dausa(St) District ward 20,Contractor Firm 16,2024-05-05,417560.36,363736.51,2024-10-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W005343,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Drainage System,Drainage System in Dausa(St) District ward 19,Contractor Firm 16,2022-03-25,688326.3,670680.67,2022-10-16,Completed,0,,SYNTHETIC_DEMO_DATA
W005344,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Library / Reading Room,Library / Reading Room in Dausa(St) District ward 17,Contractor Firm 6,2021-10-04,675669.24,650174.93,2022-03-03,Completed,0,,SYNTHETIC_DEMO_DATA
W005345,LS300,Murari Lal Meena,Rajasthan,Dausa(St),Dausa(St) District,147000000.0,Community Hall Construction,Community Hall Construction in Dausa(St) District ward 15,Panchayati Raj Agency 8,2022-10-29,1312385.32,1195229.3,2023-04-24,In Progress,0,,SYNTHETIC_DEMO_DATA
W005346,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Sports Facility Development,Sports Facility Development in Thanjavur District ward 4,District Rural Dev. Agency 10,2022-06-20,1054331.58,836399.01,2023-03-10,In Progress,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005347,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Drainage System,Drainage System in Thanjavur District ward 7,District Rural Dev. Agency 10,2022-10-29,490000.0,302042.6,2025-09-23,In Progress,1,stalled_after_payment,SYNTHETIC_DEMO_DATA
W005348,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Thanjavur District ward 7,District Rural Dev. Agency 10,2021-09-09,958029.32,823913.58,2021-12-30,In Progress,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005349,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Solar Street Lighting,Solar Street Lighting in Thanjavur District ward 12,PWD Agency 9,2024-07-11,308911.08,304135.71,2025-02-08,Completed,0,,SYNTHETIC_DEMO_DATA
W005350,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Solar Street Lighting,Solar Street Lighting in Thanjavur District ward 12,Contractor Firm 3,2023-10-28,415161.82,406267.15,2024-09-12,Completed,0,,SYNTHETIC_DEMO_DATA
W005351,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Thanjavur District ward 17,NGO Partner Agency 6,2023-06-18,336177.1,313776.69,2024-01-20,Completed,0,,SYNTHETIC_DEMO_DATA
W005352,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Road Construction/Repair,Road Construction/Repair in Thanjavur District ward 6,District Rural Dev. Agency 10,2022-03-10,1984211.22,424906.51,2023-12-03,Stalled,1,ghost_utilization,SYNTHETIC_DEMO_DATA
W005353,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Drinking Water Facility,Drinking Water Facility in Thanjavur District ward 8,District Rural Dev. Agency 10,2023-04-19,760000.0,588051.4,2023-11-10,In Progress,1,agency_monopoly,SYNTHETIC_DEMO_DATA
W005354,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Sports Facility Development,Miscellaneous civil work as needed,District Rural Dev. Agency 10,2021-09-11,1172548.48,1075692.47,2022-09-17,In Progress,1,vague_duplicate,SYNTHETIC_DEMO_DATA
W005355,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Drainage System,Drainage System in Thanjavur District ward 15,Contractor Firm 15,2024-11-05,771099.79,651370.34,2025-03-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W005356,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Road Construction/Repair,Road Construction/Repair in Thanjavur District ward 7 (Phase 2),District Rural Dev. Agency 10,2024-07-28,950216.11,804543.35,2024-11-23,In Progress,1,work_splitting,SYNTHETIC_DEMO_DATA
W005357,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Road Construction/Repair,Road Construction/Repair in Thanjavur District ward 13,Contractor Firm 4,2024-12-23,3155151.92,2811301.6,2025-06-01,In Progress,0,,SYNTHETIC_DEMO_DATA
W005358,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Public Toilet Complex,Public Toilet Complex in Thanjavur District ward 14,District Rural Dev. Agency 10,2023-10-24,750000.0,583424.68,2026-08-01,In Progress,1,stalled_after_payment,SYNTHETIC_DEMO_DATA
W005359,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,Road Construction/Repair,Road Construction/Repair in Thanjavur District ward 4,District Rural Dev. Agency 10,2021-03-10,4270000.0,3937945.62,2021-10-21,Completed,1,cost_inflation,SYNTHETIC_DEMO_DATA
W005360,LS301,Murasoli S,Tamil Nadu,Thanjavur,Thanjavur District,147000000.0,School Building Repair,School Building Repair in Thanjavur District ward 4,Contractor Firm 11,2024-09-23,821996.85,698826.84,2025-03-01,In Progress,0,,SYNTHETIC_DEMO_DATA
W005361,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Community Hall Construction,Community Hall Construction in Pune District ward 1,NGO Partner Agency 6,2021-10-04,882283.94,736616.03,2022-01-11,In Progress,0,,SYNTHETIC_DEMO_DATA
W005362,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Pune District ward 17,Contractor Firm 7,2024-06-12,327870.94,316080.96,2024-11-24,Completed,0,,SYNTHETIC_DEMO_DATA
W005363,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Pune District ward 12,PWD Agency 9,2024-09-30,582635.67,553781.55,2025-04-30,Completed,0,,SYNTHETIC_DEMO_DATA
W005364,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,School Building Repair,School Building Repair in Pune District ward 16,Panchayati Raj Agency 8,2021-06-27,807264.34,675857.82,2021-10-27,In Progress,0,,SYNTHETIC_DEMO_DATA
W005365,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Solar Street Lighting,Solar Street Lighting in Pune District ward 14,District Rural Dev. Agency 1,2022-01-11,389533.94,346694.46,2022-08-26,In Progress,0,,SYNTHETIC_DEMO_DATA
W005366,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,School Building Repair,School Building Repair in Pune District ward 2,State PSU Agency 5,2024-08-30,950485.17,827195.42,2025-03-19,In Progress,0,,SYNTHETIC_DEMO_DATA
W005367,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Road Construction/Repair,Road Construction/Repair in Pune District ward 18,Contractor Firm 11,2021-10-24,2903580.99,2651339.45,2022-03-19,In Progress,0,,SYNTHETIC_DEMO_DATA
W005368,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Solar Street Lighting,Solar Street Lighting in Pune District ward 5,Contractor Firm 18,2023-05-23,258819.6,256444.47,2023-11-12,Completed,0,,SYNTHETIC_DEMO_DATA
W005369,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Pune District ward 2,Contractor Firm 4,2021-05-04,318905.61,257542.42,2022-01-10,In Progress,0,,SYNTHETIC_DEMO_DATA
W005370,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Pune District ward 20,Contractor Firm 9,2024-08-27,436464.64,388109.71,2025-03-28,In Progress,0,,SYNTHETIC_DEMO_DATA
W005371,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Community Hall Construction,Community Hall Construction in Pune District ward 3,PWD Agency 2,2024-06-06,1175539.5,1062867.4,2024-12-03,In Progress,0,,SYNTHETIC_DEMO_DATA
W005372,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Sports Facility Development,Sports Facility Development in Pune District ward 17,Contractor Firm 3,2023-02-06,982457.24,856749.75,2023-07-25,In Progress,0,,SYNTHETIC_DEMO_DATA
W005373,LS302,Murlidhar Mohol,Maharashtra,Pune,Pune District,147000000.0,Community Hall Construction,Community Hall Construction in Pune District ward 13,Contractor Firm 8,2024-10-11,1505107.6,1481925.23,2025-04-12,Completed,0,,SYNTHETIC_DEMO_DATA
W005374,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Drainage System,Drainage System in Mayurbhanj (St) District ward 7,PWD Agency 2,2023-07-18,418060.5,374414.97,2023-12-21,In Progress,0,,SYNTHETIC_DEMO_DATA
W005375,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Drinking Water Facility,Drinking Water Facility in Mayurbhanj (St) District ward 7,Contractor Firm 10,2021-11-14,682033.91,533488.69,2022-02-07,In Progress,0,,SYNTHETIC_DEMO_DATA
W005376,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Community Hall Construction,Community Hall Construction in Mayurbhanj (St) District ward 13,NGO Partner Agency 6,2021-03-23,1539732.33,1335743.8,2021-12-19,In Progress,0,,SYNTHETIC_DEMO_DATA
W005377,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Sports Facility Development,Sports Facility Development in Mayurbhanj (St) District ward 10,Contractor Firm 6,2022-10-31,522758.94,440576.85,2023-05-05,In Progress,0,,SYNTHETIC_DEMO_DATA
W005378,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Mayurbhanj (St) District ward 17,Contractor Firm 10,2022-04-19,483496.8,395400.01,2022-11-02,In Progress,0,,SYNTHETIC_DEMO_DATA
W005379,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Road Construction/Repair,Road Construction/Repair in Mayurbhanj (St) District ward 6,State PSU Agency 5,2022-03-01,2103638.3,1916692.0,2022-08-25,In Progress,0,,SYNTHETIC_DEMO_DATA
W005380,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Road Construction/Repair,Road Construction/Repair in Mayurbhanj (St) District ward 11,PWD Agency 9,2022-08-31,1324943.46,1044291.26,2023-01-24,In Progress,0,,SYNTHETIC_DEMO_DATA
W005381,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Public Toilet Complex,Public Toilet Complex in Mayurbhanj (St) District ward 10,Contractor Firm 6,2023-01-24,456717.03,433693.15,2023-07-14,Completed,0,,SYNTHETIC_DEMO_DATA
W005382,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Drainage System,Drainage System in Mayurbhanj (St) District ward 10,Contractor Firm 2,2023-07-20,521957.04,476042.5,2023-11-05,In Progress,0,,SYNTHETIC_DEMO_DATA
W005383,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Mayurbhanj (St) District ward 19,NGO Partner Agency 6,2022-07-07,328105.21,309081.02,2023-04-15,Completed,0,,SYNTHETIC_DEMO_DATA
W005384,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Mayurbhanj (St) District ward 17,Panchayati Raj Agency 8,2022-12-19,791658.47,700751.53,2023-04-22,In Progress,0,,SYNTHETIC_DEMO_DATA
W005385,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,Solar Street Lighting,Solar Street Lighting in Mayurbhanj (St) District ward 9,Contractor Firm 17,2024-01-20,510985.63,501780.24,2024-06-01,Completed,0,,SYNTHETIC_DEMO_DATA
W005386,LS303,Naba Charan Majhi,Odisha,Mayurbhanj (St),Mayurbhanj (St) District,147563957.11,School Building Repair,School Building Repair in Mayurbhanj (St) District ward 16,Contractor Firm 14,2021-03-06,775299.43,684008.1,2021-08-13,In Progress,0,,SYNTHETIC_DEMO_DATA
