mp_id,sr_no,house,state,mp_name,membership_type,tenure,constituency,allocated_limit,source
LS372,372,Lok Sabha,West Bengal,Raju Bista (2024-2029),Elected MP,,Darjeeling,147000000.0,REAL_GOVT_PDF
LS373,373,Lok Sabha,Uttar Pradesh,RAKESH RATHOR (2024-2029),Elected MP,,Sitapur,147000000.0,REAL_GOVT_PDF
LS374,374,Lok Sabha,Assam,RAKIBUL HUSSAIN (2024-2029),Elected MP,,Dhubri,147000000.0,REAL_GOVT_PDF
LS375,375,Lok Sabha,Uttar Pradesh,RAM PRASAD CHAUDHARY (2024-2029),Elected MP,,Basti,204176957.11,REAL_GOVT_PDF
LS376,376,Lok Sabha,Uttar Pradesh,Ram Shiromani (2024-2029),Elected MP,,Shrawasti,151746878.11,REAL_GOVT_PDF
LS377,377,Lok Sabha,Telangana,RAMASAHAYAM RAGHURAM REDDY (2024-2029),Elected MP,,Khammam,147000000.0,REAL_GOVT_PDF
LS378,378,Lok Sabha,Uttar Pradesh,RAMASHANKAR RAJBHAR (2024-2029),Elected MP,,Salempur,160056927.07,REAL_GOVT_PDF
LS379,379,Lok Sabha,Uttar Pradesh,RAMBHUAL NISHAD (2024-2029),Elected MP,,Sultanpur,151231957.11,REAL_GOVT_PDF
LS380,380,Lok Sabha,Uttar Pradesh,RAMESH AWASTHI (2024-2029),Elected MP,,Kanpur,147000000.0,REAL_GOVT_PDF
LS381,381,Lok Sabha,Karnataka,Ramesh Chandappa Jigajinagi (2024-2029),Elected MP,,Bijapur(Sc),269500000.0,REAL_GOVT_PDF
LS382,382,Lok Sabha,Bihar,Ramprit Mandal (2024-2029),Elected MP,,Jhanjharpur,147000000.0,REAL_GOVT_PDF
LS383,383,Lok Sabha,Delhi,Ramvir Singh Bidhuri (2024-2029),Elected MP,,South Delhi,147559100.0,REAL_GOVT_PDF
LS384,384,Lok Sabha,Assam,RANJIT DUTTA (2024-2029),Elected MP,,Sonitpur,147000000.0,REAL_GOVT_PDF
LS385,385,Lok Sabha,Haryana,Rao Inderjit Singh (2024-2029),Elected MP,,Gurgaon,147000000.0,REAL_GOVT_PDF
LS386,386,Lok Sabha,Rajasthan,Rao Rajendra Singh (2024-2029),Elected MP,,Jaipur Rural,147000000.0,REAL_GOVT_PDF
LS387,387,Lok Sabha,Bihar,Ravi Shankar Prasad (2024-2029),Elected MP,,Patna Sahib,147000000.0,REAL_GOVT_PDF
LS388,388,Lok Sabha,Maharashtra,RAVINDRA DATTARAM WAIKAR (2024-2029),Elected MP,,Mumbai North West,147000000.0,REAL_GOVT_PDF
LS389,389,Lok Sabha,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla (2024-2029),Elected MP,,Gorakhpur,147000000.0,REAL_GOVT_PDF
LS390,390,Lok Sabha,Maharashtra,Ravindra Vasantrao Chavan (2024-2029),Elected MP,,Nanded,147000000.0,REAL_GOVT_PDF
LS391,391,Lok Sabha,Mizoram,RICHARD VANLALHMANGAIHA (2024-2029),Elected MP,,Mizoram (St),147000000.0,REAL_GOVT_PDF
LS392,392,Lok Sabha,Tamil Nadu,ROBERT BRUCE C (2024-2029),Elected MP,,Tirunelveli,147475440.11,REAL_GOVT_PDF
LS393,393,Lok Sabha,Madhya Pradesh,Rodmal Nagar (2024-2029),Elected MP,,Rajgarh,147000000.0,REAL_GOVT_PDF
LS394,394,Lok Sabha,Chhattisgarh,ROOP KUMARI CHOUDHARY (2024-2029),Elected MP,,Mahasamund,153035414.0,REAL_GOVT_PDF
LS395,395,Lok Sabha,Uttar Pradesh,RUCHI VIRA (2024-2029),Elected MP,,Moradabad,147000000.0,REAL_GOVT_PDF
LS396,396,Lok Sabha,Odisha,RUDRA NARAYAN PANY (2024-2029),Elected MP,,Dhenkanal,155013957.11,REAL_GOVT_PDF
LS397,397,Lok Sabha,Nagaland,S SUPONGMEREN JAMIR (2024-2029),Elected MP,,Nagaland,147000000.0,REAL_GOVT_PDF
LS398,398,Lok Sabha,Tamil Nadu,S Venkatesan (2024-2029),Elected MP,,Madurai,147000000.0,REAL_GOVT_PDF
LS399,399,Lok Sabha,Tamil Nadu,S. Jagathrakshakan (2024-2029),Elected MP,,Arakkonam,180589332.34,REAL_GOVT_PDF
LS400,400,Lok Sabha,Tamil Nadu,SACHITHANANTHAM R (2024-2029),Elected MP,,Dindigul,147000000.0,REAL_GOVT_PDF
LS401,401,Lok Sabha,Karnataka,SAGAR ESHWAR KHANDRE (2024-2029),Elected MP,,Bidar,147000000.0,REAL_GOVT_PDF
LS402,402,Lok Sabha,Meghalaya,SALENG A SANGMA (2024-2029),Elected MP,,Tura,147000000.0,REAL_GOVT_PDF
LS403,403,Lok Sabha,Odisha,SAMBIT PATRA (2024-2029),Elected MP,,Puri,147000000.0,REAL_GOVT_PDF
LS404,404,Lok Sabha,Uttar Pradesh,SANATAN PANDEY (2024-2029),Elected MP,,Ballia,180420041.4,REAL_GOVT_PDF
LS405,405,Lok Sabha,Maharashtra,SANJAY DINA PATIL (2024-2029),Elected MP,,Mumbai North East,147000000.0,REAL_GOVT_PDF
LS406,406,Lok Sabha,Maharashtra,Sanjay Haribhau Jadhav (2024-2029),Elected MP,,Parbhani,147000000.0,REAL_GOVT_PDF
LS407,407,Lok Sabha,Bihar,Sanjay Jaiswal (2024-2029),Elected MP,,Paschim Champaran,147000000.0,REAL_GOVT_PDF
LS408,408,Lok Sabha,Telangana,Sanjay Kumar Bandi (2024-2029),Elected MP,,Karimnagar,172775317.11,REAL_GOVT_PDF
LS409,409,Lok Sabha,Jharkhand,Sanjay Seth (2024-2029),Elected MP,,Ranchi,147064357.11,REAL_GOVT_PDF
LS410,410,Lok Sabha,Maharashtra,Sanjay Uttamrao Deshmukh (2024-2029),Elected MP,,Yavatmal-Washim,185640423.0,REAL_GOVT_PDF
LS411,411,Lok Sabha,Rajasthan,SANJNA JATAV (2024-2029),Elected MP,,Bharatpur(Sc),147000000.0,REAL_GOVT_PDF
LS412,412,Lok Sabha,Chhattisgarh,Santosh Pandey (2024-2029),Elected MP,,Rajnandgaon,147000000.0,REAL_GOVT_PDF
LS413,413,Lok Sabha,Odisha,Saptagiri Sankar Ulaka (2024-2029),Elected MP,,Koraput(St),269500000.0,REAL_GOVT_PDF
LS414,414,Lok Sabha,Punjab,SARABJEET SINGH KHALSA (2024-2029),Elected MP,,Faridkot(Sc),150850348.15,REAL_GOVT_PDF
LS415,415,Lok Sabha,Tamil Nadu,Sasikanth Senthil (2024-2029),Elected MP,,Tiruvallur(Sc),171500000.0,REAL_GOVT_PDF
LS416,416,Lok Sabha,Haryana,SATPAL BRAHAMCHARI (2024-2029),Elected MP,,Sonepat,147000000.0,REAL_GOVT_PDF
LS417,417,Lok Sabha,West Bengal,Saumitra khan (2024-2029),Elected MP,,Bishnupur(Sc),147000000.0,REAL_GOVT_PDF
LS418,418,Lok Sabha,Madhya Pradesh,SAVITRI THAKUR (2024-2029),Elected MP,,Dhar(St),147000000.0,REAL_GOVT_PDF
LS419,419,Lok Sabha,West Bengal,SAYANI GHOSH (2024-2029),Elected MP,,Jadavpur,147000000.0,REAL_GOVT_PDF
LS420,420,Lok Sabha,Haryana,SELJA (2024-2029),Elected MP,,Sirsa(Sc),147000000.0,REAL_GOVT_PDF
LS421,421,Lok Sabha,Tamil Nadu,SELVAGANAPATHI T M (2024-2029),Elected MP,,Salem,147000000.0,REAL_GOVT_PDF
LS422,422,Lok Sabha,Tamil Nadu,SELVARAJ V (2024-2029),Elected MP,,Nagapattinam(Sc),147000000.0,REAL_GOVT_PDF
LS423,423,Lok Sabha,Kerala,SHAFI PARAMBIL (2024-2029),Elected MP,,Vadakara,147000000.0,REAL_GOVT_PDF
LS424,424,Lok Sabha,Bihar,SHAMBHAVI (2024-2029),Elected MP,,Samastipur(Sc),147000000.0,REAL_GOVT_PDF
LS425,425,Lok Sabha,Madhya Pradesh,Shankar Lalwani (2024-2029),Elected MP,,Indore,147000000.0,REAL_GOVT_PDF
LS426,426,Lok Sabha,Uttar Pradesh,SHASHANK MANI (2024-2029),Elected MP,,Deoria,147000000.0,REAL_GOVT_PDF
LS427,427,Lok Sabha,West Bengal,Shatrughan Sinha (2024-2029),Elected MP,,Asansol,147000000.0,REAL_GOVT_PDF
LS428,428,Lok Sabha,Punjab,SHER SINGH GHUBAYA (2024-2029),Elected MP,,Firozpur,147000000.0,REAL_GOVT_PDF
LS429,429,Lok Sabha,Madhya Pradesh,SHIVMANGAL SINGH TOMAR (2024-2029),Elected MP,,Morena,147000000.0,REAL_GOVT_PDF
LS430,430,Lok Sabha,Madhya Pradesh,SHIVRAJ SINGH CHOUHAN (2024-2029),Elected MP,,Vidisha,147000000.0,REAL_GOVT_PDF
LS431,431,Lok Sabha,Karnataka,SHOBHA KARANDLAJE (2024-2029),Elected MP,,Bangalore North,147000000.0,REAL_GOVT_PDF
LS432,432,Lok Sabha,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA (2024-2029),Elected MP,,Sabarkantha,147000000.0,REAL_GOVT_PDF
LS433,433,Lok Sabha,Karnataka,SHREYAS. M. PATEL (2024-2029),Elected MP,,Hassan,147000000.0,REAL_GOVT_PDF
LS434,434,Lok Sabha,Haryana,Shri Dharambir Singh (2024-2029),Elected MP,,Bhiwani Mahendragarh,147000000.0,REAL_GOVT_PDF
LS435,435,Lok Sabha,West Bengal,Shri Abhishek Banerjee (2024-2029),Elected MP,,Diamond Harbour,147000000.0,REAL_GOVT_PDF
LS436,436,Lok Sabha,Punjab,Shri Amar Singh (2024-2029),Elected MP,,Fatehgarh Sahib(Sc),147000000.0,REAL_GOVT_PDF
LS437,437,Lok Sabha,Gujarat,Shri Amit Shah (2024-2029),Elected MP,,Gandhinagar,147000000.0,REAL_GOVT_PDF
LS438,438,Lok Sabha,Madhya Pradesh,Shri Anil Firojiya (2024-2029),Elected MP,,Ujjain(Sc),147000000.0,REAL_GOVT_PDF
LS439,439,Lok Sabha,Rajasthan,Shri Arjun Ram Meghwal (2024-2029),Elected MP,,Bikaner(Sc),147000000.0,REAL_GOVT_PDF
LS440,440,Lok Sabha,Uttar Pradesh,Shri Arun Kumar Sagar (2024-2029),Elected MP,,Shahjahanpur(Sc),147000000.0,REAL_GOVT_PDF
LS441,441,Lok Sabha,Karnataka,Shri B Y Raghavendra (2024-2029),Elected MP,,Shimoga,147000000.0,REAL_GOVT_PDF
LS442,442,Lok Sabha,Kerala,Shri Benny Behanan (2024-2029),Elected MP,,Chalakudy,164674770.11,REAL_GOVT_PDF
LS443,443,Lok Sabha,Odisha,Shri Bhartruhari Mahtab (2024-2029),Elected MP,,Cuttack,147000000.0,REAL_GOVT_PDF
LS444,444,Lok Sabha,Jharkhand,Shri Chandra Prakash Choudhary (2024-2029),Elected MP,,Giridih,147000000.0,REAL_GOVT_PDF
LS445,445,Lok Sabha,West Bengal,Shri Deepak (Dev) Adhikari (2024-2029),Elected MP,,Ghatal,200747364.0,REAL_GOVT_PDF
LS446,446,Lok Sabha,Punjab,Shri Gurjeet Singh Aujla (2024-2029),Elected MP,,Amritsar,147000000.0,REAL_GOVT_PDF
LS447,447,Lok Sabha,Rajasthan,Shri Hanuman Beniwal (2024-2029),Elected MP,,Nagaur,147000000.0,REAL_GOVT_PDF
LS448,448,Lok Sabha,Kerala,Shri Hibi Eden (2024-2029),Elected MP,,Ernakulam,162177260.11,REAL_GOVT_PDF
LS449,449,Lok Sabha,Bihar,Shri Janardan Singh Sigriwal (2024-2029),Elected MP,,Maharajganj_Br,147000000.0,REAL_GOVT_PDF
LS450,450,Lok Sabha,Odisha,Shri Jual Oram (2024-2029),Elected MP,,Sundargarh (St),173096756.91,REAL_GOVT_PDF
LS451,451,Lok Sabha,Jammu And Kashmir,Shri Jugal Kishore Sharma (2024-2029),Elected MP,,Jammu,147000000.0,REAL_GOVT_PDF
LS452,452,Lok Sabha,West Bengal,Shri Jyotirmay Singh Mahato (2024-2029),Elected MP,,Purulia,147000000.0,REAL_GOVT_PDF
LS453,453,Lok Sabha,Tamil Nadu,Shri Karti P Chidambaram (2024-2029),Elected MP,,Sivaganga,159049284.11,REAL_GOVT_PDF
LS454,454,Lok Sabha,Kerala,Shri Kumbakudi Sudhakaran (2024-2029),Elected MP,,Kannur,147000000.0,REAL_GOVT_PDF
LS455,455,Lok Sabha,Karnataka,Shri LS Tejasvi Surya (2024-2029),Elected MP,,Bangalore South,147000000.0,REAL_GOVT_PDF
LS456,456,Lok Sabha,Kerala,Shri M K Raghavan (2024-2029),Elected MP,,Kozhikode,147000000.0,REAL_GOVT_PDF
LS457,457,Lok Sabha,Uttar Pradesh,Shri Narendra Modi (2024-2029),Elected MP,,Varanasi,162070276.11,REAL_GOVT_PDF
LS458,458,Lok Sabha,Kerala,Shri NK Premachandran (2024-2029),Elected MP,,Kollam,171477994.11,REAL_GOVT_PDF
LS459,459,Lok Sabha,Rajasthan,Shri PP Chaudhary (2024-2029),Elected MP,,Pali,147000000.0,REAL_GOVT_PDF
LS460,460,Lok Sabha,Kerala,Shri Rajmohan Unnithan (2024-2029),Elected MP,,Kasaragod,156754633.11,REAL_GOVT_PDF
LS461,461,Lok Sabha,Assam,Shri Sarbananda Sonowal (18LS) (2024-2029),Elected MP,,Dibrugarh,147000000.0,REAL_GOVT_PDF
LS462,462,Lok Sabha,Uttar Pradesh,Shri Satish Kumar Gautam (2024-2029),Elected MP,,Aligarh,147000000.0,REAL_GOVT_PDF
LS463,463,Lok Sabha,West Bengal,Shri Shantanu Thakur (2024-2029),Elected MP,,Bangaon(Sc),147000000.0,REAL_GOVT_PDF
LS464,464,Lok Sabha,Madhya Pradesh,Shri Sudheer Gupta (2024-2029),Elected MP,,Mandsour,148988014.83,REAL_GOVT_PDF
LS465,465,Lok Sabha,Kerala,Shri Suresh Kodikunnil (2024-2029),Elected MP,,Mavelikkara(Sc),172429519.11,REAL_GOVT_PDF
LS466,466,Lok Sabha,Arunachal Pradesh,Shri Tapir Gao (2024-2029),Elected MP,,Arunachal East,147000000.0,REAL_GOVT_PDF
LS467,467,Lok Sabha,Tamil Nadu,Shri vijayakumar Vasanth (2024-2029),Elected MP,,Kanniyakumari,171500000.0,REAL_GOVT_PDF
LS468,468,Lok Sabha,Maharashtra,Shrikant Eknath Shinde (2024-2029),Elected MP,,Kalyan,147000000.0,REAL_GOVT_PDF
LS469,469,Lok Sabha,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Elected MP,,Satara,147000000.0,REAL_GOVT_PDF
LS470,470,Lok Sabha,Goa,Shripad Yesso Naik (2024-2029),Elected MP,,North Goa,147000000.0,REAL_GOVT_PDF
LS471,471,Lok Sabha,Maharashtra,Shrirang Appa Barne (2024-2029),Elected MP,,Maval,147000000.0,REAL_GOVT_PDF
LS472,472,Lok Sabha,Maharashtra,Shyamkumar (2024-2029),Elected MP,,Ramtek(Sc),147000000.0,REAL_GOVT_PDF
LS473,473,Lok Sabha,Andhra Pradesh,Sivanath Kesineni (2024-2029),Elected MP,,Vijayawada,159864032.49,REAL_GOVT_PDF
LS474,474,Lok Sabha,West Bengal,SK NURUL ISLAM (2024-2029),Elected MP,,Basirhat,49000000.0,REAL_GOVT_PDF
LS475,475,Lok Sabha,Maharashtra,SMITA UDAY WAGH (2024-2029),Elected MP,,Jalgaon,148107373.11,REAL_GOVT_PDF
LS476,476,Lok Sabha,Uttar Pradesh,Smt Anupriya Patel (2024-2029),Elected MP,,Mirzapur,147000000.0,REAL_GOVT_PDF
LS477,477,Lok Sabha,Odisha,Smt Aparajita Sarangi (2024-2029),Elected MP,,Bhubaneswar,147420861.41,REAL_GOVT_PDF
LS478,478,Lok Sabha,Uttar Pradesh,Smt Dimple Yadav (2024-2029),Elected MP,,Mainpuri,192042469.11,REAL_GOVT_PDF
LS479,479,Lok Sabha,Punjab,Smt Harsimrat Kaur Badal (2024-2029),Elected MP,,Bhatinda,159775982.39,REAL_GOVT_PDF
LS480,480,Lok Sabha,Uttar Pradesh,Smt Hema Malini (2024-2029),Elected MP,,Mathura,147000000.0,REAL_GOVT_PDF
LS481,481,Lok Sabha,Madhya Pradesh,Smt Himadri Singh (2024-2029),Elected MP,,Shahdol (St),150724861.11,REAL_GOVT_PDF
LS482,482,Lok Sabha,Gujarat,Smt Poonamben Hematbhai Maadam (2024-2029),Elected MP,,Jamnagar,147000000.0,REAL_GOVT_PDF
LS483,483,Lok Sabha,Maharashtra,Smt Raksha Nikhil Khadse (2024-2029),Elected MP,,Raver,153112586.11,REAL_GOVT_PDF
LS484,484,Lok Sabha,Tamil Nadu,Smt S Jothimani (2024-2029),Elected MP,,Karur,147000000.0,REAL_GOVT_PDF
LS485,485,Lok Sabha,West Bengal,Smt Sajda Ahmed (2024-2029),Elected MP,,Uluberia,147000000.0,REAL_GOVT_PDF
LS486,486,Lok Sabha,Madhya Pradesh,Smt Sandhya Ray (2024-2029),Elected MP,,Bhind(Sc),147000000.0,REAL_GOVT_PDF
LS487,487,Lok Sabha,Odisha,Smt Sangeeta Kumari Singh Deo (2024-2029),Elected MP,,Bolangir,147000000.0,REAL_GOVT_PDF
LS488,488,Lok Sabha,West Bengal,Smt Satabdi Roy (Banerjee) (2024-2029),Elected MP,,Birbhum,147000000.0,REAL_GOVT_PDF
LS489,489,Lok Sabha,Maharashtra,Smt Supriya Sadanand Sule (2024-2029),Elected MP,,Baramati,147000000.0,REAL_GOVT_PDF
LS490,490,Lok Sabha,Bihar,Smt Veena Devi (2024-2029),Elected MP,,Vaishali,147000000.0,REAL_GOVT_PDF
LS491,491,Lok Sabha,Andhra Pradesh,Sribharat MathuKumli (2024-2029),Elected MP,,Visakhapatnam,164841922.0,REAL_GOVT_PDF
LS492,492,Lok Sabha,Bihar,SUDAMA PRASAD (2024-2029),Elected MP,,Arrah,147000000.0,REAL_GOVT_PDF
LS493,493,Lok Sabha,Tamil Nadu,SUDHA R (2024-2029),Elected MP,,Mayiladuthurai,147332315.11,REAL_GOVT_PDF
LS494,494,Lok Sabha,Bihar,SUDHAKAR SINGH (2024-2029),Elected MP,,Buxar,185211956.54,REAL_GOVT_PDF
LS495,495,Lok Sabha,West Bengal,Sudip Bandyopadhyay (2024-2029),Elected MP,,Kolkata Uttar,147000000.0,REAL_GOVT_PDF
LS496,496,Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI (2024-2029),Elected MP,,Kandhamal,190712424.11,REAL_GOVT_PDF
LS497,497,Lok Sabha,Jharkhand,SUKHDEO BHAGAT (2024-2029),Elected MP,,Lohardaga(St),171821957.11,REAL_GOVT_PDF
LS498,498,Lok Sabha,Punjab,SUKHJINDER SINGH RANDHAWA (2024-2029),Elected MP,,Gurdaspur,147000000.0,REAL_GOVT_PDF
LS499,499,Lok Sabha,Karnataka,SUNIL BOSE (2024-2029),Elected MP,,Chamarajanagar(Sc),147000000.0,REAL_GOVT_PDF
LS500,500,Lok Sabha,Maharashtra,Sunil Dattatray Tatkare (2024-2029),Elected MP,,Raigad,147000000.0,REAL_GOVT_PDF
LS501,501,Lok Sabha,Bihar,Sunil Kumar (2024-2029),Elected MP,,Valmiki Nagar,147000000.0,REAL_GOVT_PDF
LS502,502,Lok Sabha,Bihar,SURENDRA PRASAD YADAV (2024-2029),Elected MP,,Jahanabad,155325714.0,REAL_GOVT_PDF
LS503,503,Lok Sabha,Kerala,SURESH GOPI (2024-2029),Elected MP,,Thrissur,147000000.0,REAL_GOVT_PDF
LS504,504,Lok Sabha,Himachal Pradesh,Suresh Kumar Kashyap (2024-2029),Elected MP,,Shimla (Sc),153563957.11,REAL_GOVT_PDF
LS505,505,Lok Sabha,Telangana,SURESH KUMAR SHETKAR (2024-2029),Elected MP,,Zahirabad,147000000.0,REAL_GOVT_PDF
LS506,506,Lok Sabha,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj (2024-2029),Elected MP,,Unnao,147000000.0,REAL_GOVT_PDF
LS507,507,Lok Sabha,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian (2024-2029),Elected MP,,Chennai South,147000000.0,REAL_GOVT_PDF
LS508,508,Lok Sabha,Andhra Pradesh,TANGELLA UDAY SRINIVAS (2024-2029),Elected MP,,Kakinada,199417886.76,REAL_GOVT_PDF
LS509,509,Lok Sabha,Uttar Pradesh,TANUJ PUNIA (2024-2029),Elected MP,,Barabanki(Sc),148198170.11,REAL_GOVT_PDF
LS510,510,Lok Sabha,Bihar,TARIQ ANWAR (2024-2029),Elected MP,,Katihar,147000000.0,REAL_GOVT_PDF
LS511,511,Lok Sabha,Tamil Nadu,Thalikkottai Rajuthevar Baalu (2024-2029),Elected MP,,Sriperumbudur,196905535.11,REAL_GOVT_PDF
LS512,512,Lok Sabha,Tamil Nadu,THANGA TAMILSELVAN (2024-2029),Elected MP,,Theni,167755939.81,REAL_GOVT_PDF
LS513,513,Lok Sabha,Tamil Nadu,THARANIVENTHAN M S (2024-2029),Elected MP,,Arani,168337124.35,REAL_GOVT_PDF
LS514,514,Lok Sabha,Tamil Nadu,Thiru Dayanidhi Maran (2024-2029),Elected MP,,Chennai Central,147000000.0,REAL_GOVT_PDF
LS515,515,Lok Sabha,Tamil Nadu,Thirumaa Valavan Thol (2024-2029),Elected MP,,Chidambaram(Sc),147000000.0,REAL_GOVT_PDF
LS516,516,Lok Sabha,Chhattisgarh,TOKHAN SAHU (2024-2029),Elected MP,,Bilaspur,147000000.0,REAL_GOVT_PDF
LS517,517,Lok Sabha,Uttarakhand,TRIVENDRA SINGH RAWAT (2024-2029),Elected MP,,Hardwar,147000000.0,REAL_GOVT_PDF
LS518,518,Lok Sabha,Uttar Pradesh,UJJWAL RAMAN SINGH (2024-2029),Elected MP,,Allahabad,147000000.0,REAL_GOVT_PDF
LS519,519,Lok Sabha,Rajasthan,UMMEDA RAM BENIWAL (2024-2029),Elected MP,,Barmer,147000000.0,REAL_GOVT_PDF
LS520,520,Lok Sabha,Uttar Pradesh,UTKARSH VERMA MADHUR (2024-2029),Elected MP,,Kheri,147000000.0,REAL_GOVT_PDF
LS521,521,Lok Sabha,Tamil Nadu,V S Matheswaran (2024-2029),Elected MP,,Namakkal,162539930.11,REAL_GOVT_PDF
LS522,522,Lok Sabha,Karnataka,V. SOMANNA (2024-2029),Elected MP,,Tumkur,147000000.0,REAL_GOVT_PDF
LS523,523,Lok Sabha,Puducherry,Vaithilingam Ve (2024-2029),Elected MP,,Puducherry,209368972.11,REAL_GOVT_PDF
LS524,524,Lok Sabha,Telangana,VAMSI KRISHNA GADDAM (2024-2029),Elected MP,,Peddapalle,148451721.11,REAL_GOVT_PDF
LS525,525,Lok Sabha,Haryana,VARUN CHAUDHRY (2024-2029),Elected MP,,Ambala (Sc),255454264.0,REAL_GOVT_PDF
LS526,526,Lok Sabha,Kerala,Vellalath Kochukrishnan Nair Sreekandan (2024-2029),Elected MP,,Palakkad,167807990.11,REAL_GOVT_PDF
LS527,527,Lok Sabha,Chhattisgarh,Vijay Baghel (2024-2029),Elected MP,,Durg,147000000.0,REAL_GOVT_PDF
LS528,528,Lok Sabha,Uttar Pradesh,Vijay Kumar Dubey (2024-2029),Elected MP,,Kushi Nagar,148900000.0,REAL_GOVT_PDF
LS529,529,Lok Sabha,Jharkhand,Vijay Kumar Hansdak (2024-2029),Elected MP,,Rajmahal(St),147223957.11,REAL_GOVT_PDF
LS530,530,Lok Sabha,Bihar,VIJAYLAKSHMI DEVI (2024-2029),Elected MP,,Siwan,147000000.0,REAL_GOVT_PDF
LS531,531,Lok Sabha,Gujarat,Vinod Chavda (2024-2029),Elected MP,,Kachchh(Sc),147000000.0,REAL_GOVT_PDF
LS532,532,Lok Sabha,Uttar Pradesh,VINOD KUMAR BIND (2024-2029),Elected MP,,Bhadohi,147000000.0,REAL_GOVT_PDF
LS533,533,Lok Sabha,Madhya Pradesh,Virendra Kumar (2024-2029),Elected MP,,Tikamgarh(Sc),147000000.0,REAL_GOVT_PDF
LS534,534,Lok Sabha,Uttar Pradesh,VIRENDRA SINGH (2024-2029),Elected MP,,Chandauli,147000000.0,REAL_GOVT_PDF
LS535,535,Lok Sabha,Maharashtra,VISHAL (2024-2029),Elected MP,,Sangli,147000000.0,REAL_GOVT_PDF
LS536,536,Lok Sabha,Jharkhand,Vishnu Dayal Ram (2024-2029),Elected MP,,Palamu(Sc),158176083.11,REAL_GOVT_PDF
LS537,537,Lok Sabha,Madhya Pradesh,Vishnu Dutt Sharma (2024-2029),Elected MP,,Khajuraho,147000000.0,REAL_GOVT_PDF
LS538,538,Lok Sabha,Karnataka,VISHWESHWAR HEGDE KAGERI (2024-2029),Elected MP,,Uttara Kannada,147000000.0,REAL_GOVT_PDF
LS539,539,Lok Sabha,Bihar,VIVEK THAKUR (2024-2029),Elected MP,,Nawada,147000000.0,REAL_GOVT_PDF
LS540,540,Lok Sabha,Andhra Pradesh,Y S Avinash Reddy (2024-2029),Elected MP,,Kadapa,156430260.11,REAL_GOVT_PDF
LS541,541,Lok Sabha,Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR (2024-2029),Elected MP,,Mysore,147000000.0,REAL_GOVT_PDF
LS542,542,Lok Sabha,Delhi,Yogendra Chandoliya (2024-2029),Elected MP,,North West Delhi(Sc),147876307.0,REAL_GOVT_PDF
LS543,543,Lok Sabha,Uttar Pradesh,ZIA UR REHMAN (2024-2029),Elected MP,,Sambhal,147000000.0,REAL_GOVT_PDF
